#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
pb	Dfd	3233084	3229461	FBpp0088333	FBpp0081138	0	0	0	0.586	0.058	0.430	0	0.913	0.651
eve	tup	3232718	3229221	FBpp0087478	FBpp0080661	0	0	0	0	0	0	0	0.651	0.651
pnt	lz	3233173	3224470	FBpp0088658	FBpp0071255	0	0	0	0	0	0.404	0	0.437	0.650
grn	ftz-f1	3234744	3226294	FBpp0289317	FBpp0074853	0	0	0	0	0.050	0.100	0	0.624	0.650
cnc	Hsf	3236309	3233744	FBpp0297671	FBpp0110266	0	0	0	0	0.047	0	0	0.645	0.647
Sox14	Atf3	3224895	3223936	FBpp0072066	FBpp0070234	0	0	0	0	0.046	0.051	0	0.642	0.647
FoxP	hth	3235944	3229770	FBpp0293409	FBpp0081732	0	0	0	0	0.045	0.050	0	0.643	0.647
cnc	GATAe	3236309	3230267	FBpp0297671	FBpp0082672	0	0	0	0	0.043	0	0	0.646	0.647
Jra	Med	3232726	3231597	FBpp0087498	FBpp0085176	0	0	0	0	0	0.137	0	0.607	0.646
cnc	ss	3236309	3236168	FBpp0297671	FBpp0297168	0	0	0	0	0	0.100	0	0.623	0.646
fkh	tup	3234823	3229221	FBpp0289487	FBpp0080661	0	0	0	0	0.049	0.103	0	0.619	0.646
Eip78C	vri	3236217	3228239	FBpp0297287	FBpp0078706	0	0	0	0	0.124	0.102	0	0.584	0.645
tin	GATAe	3230690	3230267	FBpp0083485	FBpp0082672	0	0	0	0	0.053	0.070	0	0.629	0.645
foxo	org-1	3236007	3224435	FBpp0293589	FBpp0071187	0	0	0	0	0	0.050	0	0.642	0.645
Eip78C	Eip74EF	3236217	3233573	FBpp0297287	FBpp0099825	0	0	0	0	0.238	0.058	0	0.545	0.644
pan	HHEX	3233954	3230676	FBpp0111569	FBpp0083439	0	0	0	0	0	0	0	0.644	0.644
Hr51	Vsx2	3234273	3233597	FBpp0112948	FBpp0099911	0	0	0	0	0.056	0.048	0	0.636	0.644
tup	PHDP	3229221	3224931	FBpp0080661	FBpp0072133	0	0	0	0	0	0	0	0.644	0.644
sv	cad	3233094	3229371	FBpp0088366	FBpp0080942	0	0	0	0	0	0.064	0	0.635	0.644
Vsx2	acj6	3233597	3225779	FBpp0099911	FBpp0073832	0	0	0	0	0.053	0	0	0.639	0.644
en	inv	3232592	3232581	FBpp0087197	FBpp0087173	0	0	0	0.750	0.222	0.476	0	0.659	0.643
pho	Tbp	3233074	3224643	FBpp0088268	FBpp0071596	0	0	0	0	0	0.100	0	0.619	0.643
Blimp-1	tj	3237122	3235279	FBpp0304191	FBpp0290883	0	0	0	0	0	0.100	0	0.620	0.643
slp1	D	3227473	3226619	FBpp0077188	FBpp0075488	0	0	0	0	0.090	0.100	0	0.599	0.643
oc	twi	3237101	3224776	FBpp0304126	FBpp0071864	0	0	0	0	0	0	0	0.643	0.643
pb	lab	3233084	3229491	FBpp0088333	FBpp0081194	0	0	0	0.573	0.076	0.430	0	0.828	0.643
slp2	D	3227474	3226619	FBpp0077189	FBpp0075488	0	0	0	0	0.090	0.100	0	0.598	0.642
dm	pnt	3237064	3233173	FBpp0303995	FBpp0088658	0	0	0	0	0	0	0	0.641	0.641
dm	Jra	3237064	3232726	FBpp0303995	FBpp0087498	0	0	0	0	0	0.100	0	0.617	0.641
Hr38	CrebB-17A	3229364	3226027	FBpp0080927	FBpp0074326	0	0	0	0	0.045	0	0	0.639	0.640
chinmo	Stat92E	3236383	3233119	FBpp0297890	FBpp0088489	0	0	0	0	0	0	0	0.640	0.640
sv	N	3233094	3224059	FBpp0088366	FBpp0070483	0	0	0	0	0.056	0.046	0	0.632	0.640
Jra	Tbp	3232726	3224643	FBpp0087498	FBpp0071596	0	0	0	0	0	0.271	0	0.526	0.640
ey	eyg	3233568	3226738	FBpp0099810	FBpp0075711	0	0	0	0.629	0	0.476	0	0.851	0.640
foxo	nau	3236007	3230900	FBpp0293589	FBpp0083863	0	0	0	0	0	0	0	0.639	0.639
kn	Antp	3234005	3229473	FBpp0111722	FBpp0081161	0	0	0	0	0.054	0.239	0	0.540	0.639
hth	run	3229770	3227366	FBpp0081732	FBpp0076971	0	0	0	0	0	0	0	0.639	0.639
pnr	N	3230268	3224059	FBpp0082675	FBpp0070483	0	0	0	0	0	0.092	0	0.618	0.638
Vsx2	sv	3233597	3233094	FBpp0099911	FBpp0088366	0	0	0	0	0	0.100	0	0.614	0.637
nau	tin	3230900	3230690	FBpp0083863	FBpp0083485	0	0	0	0	0	0	0	0.637	0.637
ey	pnr	3233568	3230268	FBpp0099810	FBpp0082675	0	0	0	0	0.052	0.048	0	0.630	0.637
kay	pho	3234489	3233074	FBpp0288515	FBpp0088268	0	0	0	0	0	0.069	0	0.625	0.636
twi	brk	3224776	3224333	FBpp0071864	FBpp0071007	0	0	0	0	0	0	0	0.636	0.636
pzg	N	3227891	3224059	FBpp0077992	FBpp0070483	0	0	0	0	0.109	0.431	0	0.340	0.636
foxo	Jra	3236007	3232726	FBpp0293589	FBpp0087498	0	0	0	0	0	0.184	0	0.570	0.634
Mef2	bin	3232741	3227177	FBpp0087529	FBpp0076609	0	0	0	0	0	0.160	0	0.582	0.634
sv	nau	3233094	3230900	FBpp0088366	FBpp0083863	0	0	0	0	0	0.062	0	0.625	0.634
en	run	3232592	3227366	FBpp0087197	FBpp0076971	0	0	0	0	0	0	0	0.633	0.633
foxo	Mnt	3236007	3235327	FBpp0293589	FBpp0291035	0	0	0	0	0.091	0.131	0	0.573	0.633
hkb	slp1	3228182	3227473	FBpp0078591	FBpp0077188	0	0	0	0	0.074	0.100	0	0.596	0.633
Jra	CG13123	3232726	3228639	FBpp0087498	FBpp0079507	0	0	0	0	0	0.628	0	0.053	0.633
tin	N	3230690	3224059	FBpp0083485	FBpp0070483	0	0	0	0	0	0	0	0.632	0.632
Usf	Mnt	3236619	3235327	FBpp0301043	FBpp0291035	0	0	0	0	0.047	0.056	0	0.624	0.632
pb	abd-A	3233084	3230344	FBpp0088333	FBpp0082829	0	0	0	0.595	0.052	0.430	0	0.865	0.632
abd-A	lab	3230344	3229491	FBpp0082829	FBpp0081194	0	0	0	0.578	0.056	0.430	0	0.819	0.631
sima	ERR	3231463	3227100	FBpp0084931	FBpp0076448	0	0	0	0	0	0.542	0	0.224	0.629
pan	Ubx	3233954	3230325	FBpp0111569	FBpp0082793	0	0	0	0	0	0.337	0	0.463	0.629
Dll	pnt	3234768	3233173	FBpp0289353	FBpp0088658	0	0	0	0	0	0.048	0	0.626	0.629
lab	Antp	3229491	3229473	FBpp0081194	FBpp0081161	0	0	0	0.634	0.088	0.430	0	0.863	0.628
Vsx2	lms	3233597	3231761	FBpp0099911	FBpp0085536	0	0	0	0.575	0.056	0.606	0	0.132	0.628
fkh	Hsf	3234823	3233744	FBpp0289487	FBpp0110266	0	0	0	0	0	0.048	0	0.624	0.627
Dll	twi	3234768	3224776	FBpp0289353	FBpp0071864	0	0	0	0	0	0	0	0.627	0.627
Eip78C	Clk	3236217	3233515	FBpp0297287	FBpp0099478	0	0	0	0	0	0.369	0	0.434	0.627
grn	tin	3234744	3230690	FBpp0289317	FBpp0083485	0	0	0	0	0	0.153	0	0.576	0.626
Eip75B	br	3236322	3234909	FBpp0297726	FBpp0289656	0	0	0	0	0.107	0	0	0.598	0.626
Mad	ey	3237271	3233568	FBpp0304648	FBpp0099810	0	0	0	0	0	0.071	0	0.614	0.626
tup	caup	3229221	3226705	FBpp0080661	FBpp0075641	0	0	0	0	0.050	0.101	0	0.595	0.625
chinmo	run	3236383	3227366	FBpp0297890	FBpp0076971	0	0	0	0	0	0	0	0.625	0.625
Mad	N	3237271	3224059	FBpp0304648	FBpp0070483	0	0	0	0	0.052	0.097	0	0.596	0.624
Stat92E	N	3233119	3224059	FBpp0088489	FBpp0070483	0	0	0	0	0	0	0	0.624	0.624
ey	tll	3233568	3231532	FBpp0099810	FBpp0085071	0	0	0	0	0.145	0.051	0	0.573	0.624
h	ac	3233522	3223852	FBpp0099504	FBpp0070071	0	0	0	0	0	0.489	0	0.294	0.624
eve	lbe	3232718	3230694	FBpp0087478	FBpp0083490	0	0	0	0.589	0.053	0.476	0	0.681	0.624
sens	acj6	3226676	3225779	FBpp0075596	FBpp0073832	0	0	0	0	0.056	0.067	0	0.608	0.624
pad	sc	3235236	3223853	FBpp0290729	FBpp0070072	0	0	0	0	0	0.479	0	0.307	0.623
ttk	gcm	3231602	3228605	FBpp0085186	FBpp0079451	0	0	0	0	0	0.302	0	0.481	0.622
Kr	slp1	3237497	3227473	FBpp0305365	FBpp0077188	0	0	0	0	0	0.100	0	0.598	0.622
fkh	tin	3234823	3230690	FBpp0289487	FBpp0083485	0	0	0	0	0.051	0.069	0	0.605	0.621
eve	Doc2	3232718	3227009	FBpp0087478	FBpp0076274	0	0	0	0	0	0.058	0	0.614	0.621
dm	EcR	3237064	3235496	FBpp0303995	FBpp0291631	0	0	0	0	0	0.069	0	0.609	0.621
nmo	Mad	3237518	3237271	FBpp0305425	FBpp0304648	0	0	0	0	0.053	0.494	0	0.271	0.620
abd-A	Ubx	3230344	3230325	FBpp0082829	FBpp0082793	0	0	0	0.739	0.073	0.476	0	0.959	0.620
nmo	N	3237518	3224059	FBpp0305425	FBpp0070483	0	0	0	0	0.047	0.441	0	0.344	0.620
Hr46	vri	3235495	3228239	FBpp0291630	FBpp0078706	0	0	0	0	0.071	0.111	0	0.577	0.620
pb	Antp	3233084	3229473	FBpp0088333	FBpp0081161	0	0	0	0.640	0.053	0.430	0	0.910	0.620
hb	slp2	3229620	3227474	FBpp0081431	FBpp0077189	0	0	0	0	0	0.100	0	0.595	0.619
cnc	hth	3236309	3229770	FBpp0297671	FBpp0081732	0	0	0	0	0.074	0.476	0	0.279	0.619
pros	dpn	3235877	3232916	FBpp0293146	FBpp0087879	0	0	0	0	0	0.476	0	0.302	0.618
lab	Dfd	3229491	3229461	FBpp0081194	FBpp0081138	0	0	0	0.578	0.083	0.430	0	0.721	0.618
CG33557	CG11617	3233317	3227801	FBpp0090974	FBpp0077805	0	0	0	0	0	0.048	0	0.615	0.617
Kr	Stat92E	3237497	3233119	FBpp0305365	FBpp0088489	0	0	0	0	0.048	0.059	0	0.607	0.617
CG3407	slp1	3227480	3227473	FBpp0077204	FBpp0077188	0	0	0	0	0	0.100	0	0.592	0.617
foxo	pnt	3236007	3233173	FBpp0293589	FBpp0088658	0	0	0	0	0	0.538	0	0.206	0.617
fkh	Hr38	3234823	3229364	FBpp0289487	FBpp0080927	0	0	0	0	0	0	0	0.616	0.616
Hr46	Eip74EF	3235495	3233573	FBpp0291630	FBpp0099825	0	0	0	0	0.090	0	0	0.596	0.616
jumu	Hr38	3229765	3229364	FBpp0081715	FBpp0080927	0	0	0	0	0	0	0	0.616	0.616
grn	HHEX	3234744	3230676	FBpp0289317	FBpp0083439	0	0	0	0	0.047	0.163	0	0.557	0.616
fkh	N	3234823	3224059	FBpp0289487	FBpp0070483	0	0	0	0	0	0.049	0	0.613	0.616
Eip93F	Eip74EF	3234018	3233573	FBpp0111787	FBpp0099825	0	0	0	0	0.090	0	0	0.596	0.616
nau	Six4	3230900	3227864	FBpp0083863	FBpp0077932	0	0	0	0	0.052	0	0	0.611	0.615
tup	mirr	3229221	3226707	FBpp0080661	FBpp0075643	0	0	0	0	0	0.101	0	0.589	0.615
dm	Tbp	3237064	3224643	FBpp0303995	FBpp0071596	0	0	0	0	0.056	0.070	0	0.597	0.615
ey	Sox15	3233568	3232343	FBpp0099810	FBpp0086702	0	0	0	0	0	0.100	0	0.589	0.614
slp2	run	3227474	3227366	FBpp0077189	FBpp0076971	0	0	0	0	0	0.066	0	0.604	0.614
tup	Doc2	3229221	3227009	FBpp0080661	FBpp0076274	0	0	0	0	0	0.063	0	0.605	0.614
tup	sc	3229221	3223853	FBpp0080661	FBpp0070072	0	0	0	0	0	0.508	0	0.249	0.614
oc	kni	3237101	3227870	FBpp0304126	FBpp0077941	0	0	0	0	0	0	0	0.614	0.614
CG4820	CG7928	3234140	3231482	FBpp0112133	FBpp0084965	0	0	0	0	0.076	0.163	0	0.541	0.614
insv	Elba2	3227591	3227567	FBpp0077426	FBpp0077377	0	0	0	0.642	0.538	0	0	0.482	0.614
CG4328	fd59A	3235114	3224753	FBpp0290293	FBpp0071809	0	0	0	0	0.071	0.149	0	0.551	0.614
abd-A	twi	3230344	3224776	FBpp0082829	FBpp0071864	0	0	0	0	0	0.251	0	0.504	0.613
slp2	twi	3227474	3224776	FBpp0077189	FBpp0071864	0	0	0	0	0	0	0	0.612	0.612
Stat92E	pnr	3233119	3230268	FBpp0088489	FBpp0082675	0	0	0	0	0	0.100	0	0.586	0.612
Eip78C	Met	3236217	3225536	FBpp0297287	FBpp0073368	0	0	0	0	0	0.369	0	0.411	0.612
Dll	slp1	3234768	3227473	FBpp0289353	FBpp0077188	0	0	0	0	0.132	0.060	0	0.563	0.612
pan	ey	3233954	3233568	FBpp0111569	FBpp0099810	0	0	0	0	0	0.100	0	0.585	0.612
Dll	slp2	3234768	3227474	FBpp0289353	FBpp0077189	0	0	0	0	0.132	0.060	0	0.563	0.612
corto	pho	3236520	3233074	FBpp0300441	FBpp0088268	0	0	0	0	0	0	0.540	0.191	0.611
Eip75B	vri	3236322	3228239	FBpp0297726	FBpp0078706	0	0	0	0	0.417	0.100	0	0.319	0.611
dm	sd	3237064	3236737	FBpp0303995	FBpp0301994	0	0	0	0	0.107	0.100	0	0.556	0.611
sd	sens	3236737	3226676	FBpp0301994	FBpp0075596	0	0	0	0	0	0.479	0	0.284	0.611
kay	Smox	3234489	3224411	FBpp0288515	FBpp0071140	0	0	0	0	0	0.065	0	0.601	0.611
Rel	Atf3	3233097	3223936	FBpp0088375	FBpp0070234	0	0	0	0	0.053	0.523	0	0.207	0.611
pnt	lms	3233173	3231761	FBpp0088658	FBpp0085536	0	0	0	0	0.052	0.606	0	0	0.610
grn	hth	3234744	3229770	FBpp0289317	FBpp0081732	0	0	0	0	0.122	0.053	0	0.569	0.610
Dll	tup	3234768	3229221	FBpp0289353	FBpp0080661	0	0	0	0	0.045	0.059	0	0.601	0.610
pnr	cad	3230268	3229371	FBpp0082675	FBpp0080942	0	0	0	0	0	0.050	0	0.607	0.610
sv	ttk	3233094	3231602	FBpp0088366	FBpp0085186	0	0	0	0	0	0.476	0	0.287	0.610
oc	GATAe	3237101	3230267	FBpp0304126	FBpp0082672	0	0	0	0	0	0.049	0	0.607	0.610
grn	tup	3234744	3229221	FBpp0289317	FBpp0080661	0	0	0	0	0.120	0.318	0	0.400	0.609
CG6813	CG31388	3234948	3229824	FBpp0289808	FBpp0081832	0	0	0	0.695	0.053	0.605	0	0	0.609
pan	Su(H)	3233954	3229031	FBpp0111569	FBpp0080261	0	0	0	0	0	0	0	0.609	0.609
oc	hth	3237101	3229770	FBpp0304126	FBpp0081732	0	0	0	0	0	0.046	0	0.607	0.609
ftz	twi	3229462	3224776	FBpp0081139	FBpp0071864	0	0	0	0	0	0.057	0	0.602	0.609
en	ttk	3232592	3231602	FBpp0087197	FBpp0085186	0	0	0	0	0	0.336	0	0.436	0.609
Hsf	Mef2	3233744	3232741	FBpp0110266	FBpp0087529	0	0	0	0	0	0.071	0	0.596	0.609
da	Fer3	3237227	3229873	FBpp0304504	FBpp0081911	0	0	0	0	0.050	0.604	0	0	0.608
GATAe	fd59A	3230267	3224753	FBpp0082672	FBpp0071809	0	0	0	0	0	0.143	0	0.561	0.608
vfl	twi	3226160	3224776	FBpp0074576	FBpp0071864	0	0	0	0	0	0.066	0	0.598	0.608
Dll	disco	3234768	3225884	FBpp0289353	FBpp0074028	0	0	0	0	0.089	0.476	0	0.245	0.608
ey	disco	3233568	3225884	FBpp0099810	FBpp0074028	0	0	0	0	0.053	0.603	0	0	0.607
Trl	sd	3237459	3236737	FBpp0305260	FBpp0301994	0	0	0	0	0	0.476	0	0.281	0.607
Kr	grn	3237497	3234744	FBpp0305365	FBpp0289317	0	0	0	0	0	0.067	0	0.595	0.606
tin	Abd-B	3230690	3230343	FBpp0083485	FBpp0082826	0	0	0	0.573	0	0.419	0	0.764	0.606
unpg	mirr	3232800	3226707	FBpp0087667	FBpp0075643	0	0	0	0	0	0.070	0	0.594	0.606
eve	vfl	3232718	3226160	FBpp0087478	FBpp0074576	0	0	0	0	0.116	0.047	0	0.570	0.606
CG34367	tin	3233932	3230690	FBpp0111504	FBpp0083485	0	0	0	0	0	0.159	0	0.551	0.606
Abd-B	Antp	3230343	3229473	FBpp0082826	FBpp0081161	0	0	0	0.621	0.101	0.333	0	0.980	0.606
eve	run	3232718	3227366	FBpp0087478	FBpp0076971	0	0	0	0	0	0	0	0.606	0.606
bcd	slp2	3229474	3227474	FBpp0081168	FBpp0077189	0	0	0	0	0	0.069	0	0.594	0.606
pita	Tbp	3224864	3224643	FBpp0072021	FBpp0071596	0	0	0	0	0.091	0.100	0	0.558	0.606
CG8159	CG31388	3235153	3229824	FBpp0290412	FBpp0081832	0	0	0	0.659	0.045	0.604	0	0	0.605
ems	kni	3230090	3227870	FBpp0082326	FBpp0077941	0	0	0	0	0.109	0	0	0.575	0.605
Mef2	bap	3232741	3230691	FBpp0087529	FBpp0083486	0	0	0	0	0.047	0.131	0	0.562	0.605
hkb	gsb-n	3228182	3225061	FBpp0078591	FBpp0072363	0	0	0	0	0	0.048	0	0.602	0.605
pnt	Kah	3233173	3225094	FBpp0088658	FBpp0072462	0	0	0	0	0	0.605	0	0	0.605
z	sc	3224027	3223853	FBpp0070419	FBpp0070072	0	0	0	0	0	0.476	0	0.278	0.605
ey	mirr	3233568	3226707	FBpp0099810	FBpp0075643	0	0	0	0	0.083	0.057	0	0.580	0.605
Mad	Stat92E	3237271	3233119	FBpp0304648	FBpp0088489	0	0	0	0	0.238	0.071	0	0.487	0.605
da	N	3237227	3224059	FBpp0304504	FBpp0070483	0	0	0	0	0	0.046	0	0.602	0.604
acj6	Vsx1	3225779	3224199	FBpp0073832	FBpp0070747	0	0	0	0	0.053	0	0	0.599	0.604
dm	nau	3237064	3230900	FBpp0303995	FBpp0083863	0	0	0	0	0	0	0	0.604	0.604
kay	Hsf	3234489	3233744	FBpp0288515	FBpp0110266	0	0	0	0	0.043	0.269	0	0.480	0.604
sv	Ets21C	3233094	3227771	FBpp0088366	FBpp0077739	0	0	0	0	0	0.573	0	0.110	0.604
Hr78	Met	3233285	3225536	FBpp0089291	FBpp0073368	0	0	0	0	0	0.329	0	0.433	0.603
gcm2	lms	3233280	3231761	FBpp0089223	FBpp0085536	0	0	0	0	0	0.603	0	0	0.603
sd	Hsf	3236737	3233744	FBpp0301994	FBpp0110266	0	0	0	0	0	0.167	0	0.543	0.603
lms	disco	3231761	3225884	FBpp0085536	FBpp0074028	0	0	0	0	0	0.603	0	0	0.603
toe	eyg	3226739	3226738	FBpp0075712	FBpp0075711	0	0	0	0.865	0.172	0.476	0	0.915	0.603
ey	acj6	3233568	3225779	FBpp0099810	FBpp0073832	0	0	0	0	0.124	0.084	0	0.545	0.603
pb	Ubx	3233084	3230325	FBpp0088333	FBpp0082793	0	0	0	0.637	0	0.430	0	0.845	0.603
disco	CG15011	3225884	3225402	FBpp0074028	FBpp0073100	0	0	0	0	0	0.603	0	0	0.603
nmo	Clk	3237518	3233515	FBpp0305425	FBpp0099478	0	0	0	0	0	0.476	0	0.273	0.602
br	Hr38	3234909	3229364	FBpp0289656	FBpp0080927	0	0	0	0	0	0	0	0.602	0.602
oc	nau	3237101	3230900	FBpp0304126	FBpp0083863	0	0	0	0	0	0	0	0.602	0.602
abd-A	slp2	3230344	3227474	FBpp0082829	FBpp0077189	0	0	0	0	0	0.261	0	0.483	0.602
nau	twi	3230900	3224776	FBpp0083863	FBpp0071864	0	0	0	0	0	0.102	0	0.575	0.602
dm	Mef2	3237064	3232741	FBpp0303995	FBpp0087529	0	0	0	0	0	0.259	0	0.485	0.602
Mad	zfh1	3237271	3231529	FBpp0304648	FBpp0085063	0	0	0	0	0.045	0.222	0	0.507	0.602
cnc	schlank	3236309	3224286	FBpp0297671	FBpp0070899	0	0	0	0	0	0	0	0.602	0.602
Ubx	slp2	3230325	3227474	FBpp0082793	FBpp0077189	0	0	0	0	0	0.261	0	0.484	0.602
Kr	ftz	3237497	3229462	FBpp0305365	FBpp0081139	0	0	0	0	0	0.049	0	0.599	0.602
Dfd	gcm	3229461	3228605	FBpp0081138	FBpp0079451	0	0	0	0	0	0.476	0	0.270	0.601
tll	D	3231532	3226619	FBpp0085071	FBpp0075488	0	0	0	0	0	0.062	0	0.592	0.600
tup	sna	3229221	3229047	FBpp0080661	FBpp0080298	0	0	0	0	0	0.048	0	0.597	0.600
Sox15	HHEX	3232343	3230676	FBpp0086702	FBpp0083439	0	0	0	0	0	0.101	0	0.574	0.600
run	sc	3227366	3223853	FBpp0076971	FBpp0070072	0	0	0	0	0	0.056	0	0.593	0.600
tll	vfl	3231532	3226160	FBpp0085071	FBpp0074576	0	0	0	0	0.103	0.102	0	0.543	0.599
caup	sc	3226705	3223853	FBpp0075641	FBpp0070072	0	0	0	0	0	0.048	0	0.597	0.599
hth	cad	3229770	3229371	FBpp0081732	FBpp0080942	0	0	0	0	0	0.273	0	0.469	0.598
dm	Ets97D	3237064	3231215	FBpp0303995	FBpp0084458	0	0	0	0	0.044	0.476	0	0.262	0.598
fkh	en	3234823	3232592	FBpp0289487	FBpp0087197	0	0	0	0	0	0.100	0	0.572	0.598
eve	Tbp	3232718	3224643	FBpp0087478	FBpp0071596	0	0	0	0	0	0.506	0	0.219	0.597
cic	tll	3235998	3231532	FBpp0293566	FBpp0085071	0	0	0	0	0	0.048	0	0.595	0.597
dm	pho	3237064	3233074	FBpp0303995	FBpp0088268	0	0	0	0	0	0.049	0	0.594	0.597
hth	N	3229770	3224059	FBpp0081732	FBpp0070483	0	0	0	0	0.080	0	0	0.580	0.597
dsf	fru	3237528	3235189	FBpp0305445	FBpp0290499	0	0	0	0	0	0.102	0	0.570	0.597
ftz	Hr39	3229462	3229398	FBpp0081139	FBpp0081008	0	0	0	0	0	0.050	0	0.594	0.597
kni	twi	3227870	3224776	FBpp0077941	FBpp0071864	0	0	0	0	0	0	0	0.596	0.596
Vsx2	tup	3233597	3229221	FBpp0099911	FBpp0080661	0	0	0	0	0.047	0	0	0.593	0.596
lz	N	3224470	3224059	FBpp0071255	FBpp0070483	0	0	0	0	0	0.055	0	0.591	0.596
sna	brk	3229047	3224333	FBpp0080298	FBpp0071007	0	0	0	0	0	0	0	0.596	0.596
pho	Abd-B	3233074	3230343	FBpp0088268	FBpp0082826	0	0	0	0	0	0.049	0	0.593	0.596
sima	schlank	3231463	3224286	FBpp0084931	FBpp0070899	0	0	0	0	0	0	0	0.595	0.595
fru	schlank	3235189	3224286	FBpp0290499	FBpp0070899	0	0	0	0	0	0.046	0	0.593	0.595
gcm2	lz	3233280	3224470	FBpp0089223	FBpp0071255	0	0	0	0	0	0	0	0.594	0.594
Abd-B	z	3230343	3224027	FBpp0082826	FBpp0070419	0	0	0	0	0	0	0	0.594	0.594
dm	sna	3237064	3229047	FBpp0303995	FBpp0080298	0	0	0	0	0	0	0	0.594	0.594
da	Hand	3237227	3228715	FBpp0304504	FBpp0079662	0	0	0	0	0.050	0.559	0	0.108	0.594
fkh	hkb	3234823	3228182	FBpp0289487	FBpp0078591	0	0	0	0	0	0.100	0	0.567	0.593
Kr	gt	3237497	3224035	FBpp0305365	FBpp0070444	0	0	0	0	0.108	0.050	0	0.559	0.593
oc	Antp	3237101	3229473	FBpp0304126	FBpp0081161	0	0	0	0	0	0	0	0.593	0.593
abd-A	bin	3230344	3227177	FBpp0082829	FBpp0076609	0	0	0	0	0	0.448	0	0.292	0.593
OdsH	CG15011	3225989	3225402	FBpp0074235	FBpp0073100	0	0	0	0	0	0	0	0.593	0.593
Dll	ac	3234768	3223852	FBpp0289353	FBpp0070071	0	0	0	0	0.078	0.047	0	0.574	0.593
Vsx2	CG7786	3233597	3232167	FBpp0099911	FBpp0086334	0	0	0	0	0	0	0	0.593	0.593
kni	slp2	3227870	3227474	FBpp0077941	FBpp0077189	0	0	0	0	0	0	0	0.593	0.593
Su(H)	sc	3229031	3223853	FBpp0080261	FBpp0070072	0	0	0	0	0	0.114	0	0.559	0.592
grn	pnt	3234744	3233173	FBpp0289317	FBpp0088658	0	0	0	0	0.043	0.122	0	0.553	0.592
fkh	tll	3234823	3231532	FBpp0289487	FBpp0085071	0	0	0	0	0.053	0.100	0	0.560	0.592
Dll	bab2	3234768	3225135	FBpp0289353	FBpp0072535	0	0	0	0	0	0	0	0.592	0.592
CG10565	bigmax	3236070	3231255	FBpp0293954	FBpp0084543	0	0	0	0	0	0	0	0.592	0.592
Dll	bab1	3234768	3225136	FBpp0289353	FBpp0072538	0	0	0	0	0	0	0	0.592	0.592
vfl	brk	3226160	3224333	FBpp0074576	FBpp0071007	0	0	0	0	0	0	0	0.591	0.591
chn	N	3236029	3224059	FBpp0293744	FBpp0070483	0	0	0	0	0	0.478	0	0.249	0.591
sima	N	3231463	3224059	FBpp0084931	FBpp0070483	0	0	0	0	0	0.100	0	0.565	0.591
EcR	pzg	3235496	3227891	FBpp0291631	FBpp0077992	0	0	0	0	0.046	0.495	0	0.220	0.591
Smox	N	3224411	3224059	FBpp0071140	FBpp0070483	0	0	0	0	0.052	0.097	0	0.559	0.590
dm	Smox	3237064	3224411	FBpp0303995	FBpp0071140	0	0	0	0	0.090	0.100	0	0.540	0.590
Usf	Mio	3236619	3235226	FBpp0301043	FBpp0290673	0	0	0	0	0.051	0.153	0	0.531	0.590
Abd-B	twi	3230343	3224776	FBpp0082826	FBpp0071864	0	0	0	0	0	0.239	0	0.484	0.590
Mef2	zfh1	3232741	3231529	FBpp0087529	FBpp0085063	0	0	0	0	0.051	0.136	0	0.541	0.590
dm	Myb	3237064	3233299	FBpp0303995	FBpp0089402	0	0	0	0	0	0.070	0	0.576	0.589
Abd-B	kni	3230343	3227870	FBpp0082826	FBpp0077941	0	0	0	0	0	0.239	0	0.483	0.589
abd-A	kni	3230344	3227870	FBpp0082829	FBpp0077941	0	0	0	0	0	0.239	0	0.482	0.588
grn	Hand	3234744	3228715	FBpp0289317	FBpp0079662	0	0	0	0	0.046	0.102	0	0.558	0.588
Ubx	kni	3230325	3227870	FBpp0082793	FBpp0077941	0	0	0	0	0	0.239	0	0.482	0.588
fkh	bap	3234823	3230691	FBpp0289487	FBpp0083486	0	0	0	0	0.051	0.069	0	0.571	0.588
ttk	bcd	3231602	3229474	FBpp0085186	FBpp0081168	0	0	0	0	0	0.430	0	0.307	0.588
oc	Hr51	3237101	3234273	FBpp0304126	FBpp0112948	0	0	0	0	0	0.109	0	0.556	0.587
nau	Smox	3230900	3224411	FBpp0083863	FBpp0071140	0	0	0	0	0	0.189	0	0.512	0.587
foxo	Mef2	3236007	3232741	FBpp0293589	FBpp0087529	0	0	0	0	0.044	0.160	0	0.527	0.587
cad	bin	3229371	3227177	FBpp0080942	FBpp0076609	0	0	0	0	0	0.052	0	0.583	0.587
CG32006	az2	3233067	3233005	FBpp0088237	FBpp0088053	0	0	0	0	0	0.100	0	0.560	0.587
TFAM	ERR	3230635	3227100	FBpp0083356	FBpp0076448	0	0	0	0	0	0.050	0	0.583	0.587
bin	Sox14	3227177	3224895	FBpp0076609	FBpp0072066	0	0	0	0	0	0.105	0	0.557	0.586
dpn	Su(H)	3232916	3229031	FBpp0087879	FBpp0080261	0	0	0	0	0	0	0	0.586	0.586
